Latitude	Longitude	Status	ToiletURL	LastUpdateDate	Name	Address1	Town	Postcode
-32.22297	152.53259	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9554C96B-ECBF-4C96-9C3E-5CC3BF03D0A8&type=toilet	2008-10-09	Lakeside Resort	13 Tea Tree Road	Forster	2428
-34.56347	146.39952	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=74319CEC-9A7A-4CE0-BE9E-56800EFA6230&type=toilet	2008-10-09	Leeton Caravan Dump Point	"Racecourse Road, Leeton Showgrounds"	Leeton	2705
-29.42865	147.97702	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=161F40C2-E06D-44E9-98EB-6FCFD3F4973C&type=toilet	2008-10-09	Lightning Ridge Caravan Dump Point	"Morilla Street, Visitors Information Centre Lions Park"	Lightning Ridge	2834
-30.750563	150.718432	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=50DE6566-456C-4282-A41E-C031B9FD41B0&type=toilet	2008-10-09	Manilla Caravan Dump Point	Corner River & Court Streets Manilla Showgrounds	Manilla	2346
-35.81262	144.9026	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=49F60E4F-BFA3-414B-B110-63FEB51A3866&type=toilet	2008-10-09	Mathoura Caravan Dump Point	Mathoura NSW (GPS is town)	Mathoura	2710
-35.987862	146.006828	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=3D4F2A2D-CA6F-4DB4-8A91-F8D6E92CE2E7&type=toilet	2008-10-09	Mulwala Caravan Dump Point	Mulwala NSW (GPS is town) 	Mulwala	2647
-34.745734	146.56484	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=7A3778F8-AA7E-46AA-BFE3-02CA426732BA&type=toilet	2008-10-09	Narrandera Caravan Dump Point	Corner Elizabeth St & Victoria Ave Showground	Narrandera	2700
-33.79286	151.14301	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=77E1100E-2F7B-4D98-BB3B-075A4293F9EB&type=toilet	2008-10-09	North Ryde Caravan Dump Point	"Lane Cove River Caravan Park, Plassey Road"	Macquarie Park	2113
-33.701482	149.856264	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6263139E-24DC-4C17-8A05-9AFBDE44B935&type=toilet	2008-10-09	Oberon Caravan Dump Point	"Cunynghame Street, Oberon, Jenolan Caravan Park"	Oberon	2787
-33.275011	149.087232	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6B397F2A-E355-400E-BE4B-0AB0A9F5EC0C&type=toilet	2008-10-09	Orange Caravan Dump Point	Mitchell Hwy (GPS is town)	Orange	2800
-31.45312	152.90604	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=EF8EE8C7-7B02-4564-A613-90974064DDD0&type=toilet	2008-10-09	Port Macquarie Caravan Dump Point	Off Koala St	Port Macquarie	2444
-32.803014	149.967552	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=3043789B-D758-4671-ADD0-6155B42939E5&type=toilet	2008-10-09	Rylestone Caravan Dump Point	"Caravan Park, 5 Carwell Street"	Rylstone	2849
-31.10439	150.92279	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=75F63434-AA71-420F-A47A-BB115C2834C7&type=toilet	2008-10-09	Tamworth Caravan Dump Point	New England Highway Tamworth Rest Area	South Tamworth	2340
-34.42801	147.51926	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=D4680D9B-DE85-41C2-A759-96C7A45BBE5E&type=toilet	2008-10-09	Temora Caravan Dump Point	"1 Menzies Street, Temora Aviation Museum"	Temora	2666
-29.0569	152.0153	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=FB034FFD-BB57-40D3-AF47-74EE6C2A7BB4&type=toilet	2008-10-09	Tenterfield Caravan Dump Point	Miles St - - Back gate entrance Showgrounds	Tenterfield	2372
-35.80918	145.56666	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=50BE5365-FB93-4892-94ED-60D7F5E789C9&type=toilet	2008-10-09	Tocumwal Caravan Dump Point	"1 - 13 Bruton Street, Tocumwal Tourist Park"	Tocumwal	2714
-35.777002	148.009269	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=0CCE6F14-7CF0-45CB-9F3B-BD276A51B961&type=toilet	2008-10-09	Tumbarumba Caravan Dump Point	"Corner Cape & Bridge Streets, 100m from Visitors Center"	Tumbarumba	2653
-35.35168	146.28038	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=E88ADEF3-012D-44BF-9949-E18AFBB9D1FF&type=toilet	2008-10-09	Urana Caravan Dump Point	"1k South of town Caravan Park - Urana Aquatic Centre, Corowa Road "	Urana	2645
-35.126591	147.354268	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=B9AC3D27-A08F-430B-8A9A-7D5C15FC7E87&type=toilet	2008-10-09	Wagga Wagga Caravan Dump Point	Corner Urana & Bourke Streets Showgrounds	Turvey Park	2650
-30.03316	148.11495	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=BDFA862A-B97C-451E-B518-9CB3159E3097&type=toilet	2008-10-09	Walgett Caravan Dump Point	Allex Trevallion Park	Walgett	2832
-30.850444	143.083844	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=A8B8B004-7DFB-4342-BAF4-179B3AAED835&type=toilet	2008-10-09	White Cliffs Caravan Park	White Cliffs NSW	White Cliffs	
-29.07387	153.33858	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=38B716A2-D6C9-43B6-BDE0-F5850462EB3A&type=toilet	2008-10-09	Woodburn Caravan Dump Point	Uralba St Woodburn NSW	Woodburn	2358
-28.391044	152.612035	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=84A97214-C48B-4C11-A0EF-08331B8696E0&type=toilet	2008-10-09	Woodenbong Caravan Dump Point	Woodenbong NSW (GPS is town)	Woodenbong	2476
-33.25633	151.40334	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=FECF98E5-9BD1-46EE-8932-F08BBDFABB31&type=toilet	2008-10-09	Wyong Caravan Dump Point	"North bound F3 Freeway, Caltex Service Station"	Alison	2259
-33.25293	151.40427	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=C6A2CB53-A1F4-4EB5-9E14-2DD7CA7802A3&type=toilet	2008-10-09	Wyong Caravan Dump Point	"South bound F3 Freeway, Caltex Service Station"	Warnervale	2259
-34.31164	148.29611	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=E19283FE-7B1A-43CB-8975-71EA46A2808C&type=toilet	2008-10-09	Young Caravan Dump Point	"Anderson Park, Lovell St"	Young	2594
-23.73346	133.85664	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=72772419-E612-4EAA-A25B-FF77A25B0F48&type=toilet	2008-10-09	Alice Springs Caravan Dump Point	Commanage Rd South of the Gap near Waste Transfer Station	Alice Springs	0870
-16.07585	136.3083	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9D8C622F-0C76-46E1-A5D9-7D3BD1CE5CBB&type=toilet	2009-06-29	Borroloola Caravan Dump Point	Tamarind Park - near gate to Airport	Borroloola	0854
-12.42823	130.89464	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=1CD95920-66B4-4CDE-A3D9-60DDD69BCB78&type=toilet	2009-01-13	Darwin Caravan Dump Point	Hook Road	Winnellie	0820
-12.66626	132.8346	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=E1BEE9DF-0253-4053-9EF5-5A36F3780E7A&type=toilet	2008-10-09	Jabiru Caravan Dump Point	"Jabiru Dr, 300m past Tourist Info Sign"	Jabiru	0886
-14.49036	132.2557	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=76A69CFC-8BC5-4C99-9991-9F9B70AFF918&type=toilet	2008-10-09	Katherine Caravan Dump Point	"Low Level Nature Park Toilets, Victoria Hwy"	Katherine	0850
-13.82431	131.8323	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=C1AC598E-07C4-4748-92F0-60842CA6C8F1&type=toilet	2009-05-21	Pine Creek Caravan Dump Point	27 Ward Street	Pine Creek	0847
-19.64516	134.1925	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=14DD6A3F-AD70-4F12-8F8C-92B4F6D47CAA&type=toilet	2010-01-15	Tennant Creek Caravan Dump Point	"82 Ambrose St, Purkiss Memorial Reserve"	Tennant Creek	0860
-25.22258	130.9752	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=F7C4D6A8-6B2B-4957-99C9-65E66A50AD9D&type=toilet	2008-10-09	Yulara Caravan Dump Point	"6 Berry Rd, located in Industrial Area"	Yulara	0872
-22.9673	145.24673	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6B932ED9-BB98-430E-9F58-12E06EF55DD5&type=toilet	2008-10-09	Aramac Caravan Dump Point	Council Caravan Park	Aramac	4726
-17.2545	145.48	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=456367F6-F90E-4929-808E-497682ABE986&type=toilet	2008-10-09	Atherton Caravan Dump Point	Grove St Sewerage Works	Atherton	4883
-17.3481	145.9258	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=FBA9E1CB-E609-4FCD-B654-43E159E1A84D&type=toilet	2008-10-09	Babinda Rest Area	"East of Town over Railway - near River, adjacent to toilets"	Babinda	4861
-24.181101	149.811234	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=568E3C45-C4C9-46D4-9F0B-A84294DC0BC7&type=toilet	2008-10-09	Baralaba Caravan Dump Point	Council Sewerage Depot	Baralaba	4702
-23.551991	145.289063	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=B614F64E-A140-433D-B3DE-6610B8503DFF&type=toilet	2008-10-09	Barcaldine Caravan Dump Point	"Pine St , North Showground, Council Caravan Area"	Barcaldine	4725
-23.6498	145.2156	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=CD9E9913-C577-479F-B1E6-43094DDB083A&type=toilet	2008-10-09	Barcaldine Dump Point	15K SW of Barcaldine - 5 klm S of Barcaldine on Landsborough Lloyd Jones Weir	Barcaldine	4725
-25.51429	152.03979	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=AEE69C79-ACFD-4DFA-8CCC-5CDC73AA3A20&type=toilet	2008-10-09	Biggenden Caravan Dump Point	"Isis Hwy, Adjacent C.P. Opp. BP servo. BP servo currently burnt out building as of Feb 2008"	Biggenden	4621
-24.40561	150.50162	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=C21457E3-0A1F-44F4-B464-B650D7437F65&type=toilet	2008-10-09	Biloela Caravan Dump Point	"Exhibition Ave, The Silo Tourist Info Centre"	Biloela	4715
-24.424641	145.465851	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9752144A-0A15-47E6-873E-DEE7FFC81A1B&type=toilet	2008-10-09	Blackall Caravan Dump Point	Cnr Coronation Dr & Garden St 1k from Town Centre	Blackall	4472
-28.031521	147.477859	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=972389CF-F5F2-4C2E-BDD3-2DD765FDFBA5&type=toilet	2008-10-09	Bollon Caravan Dump Point	William St Behind Rural Fire Brigade Shed	Bollon	4488
-19.99243	148.22814	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=270BD0F9-DD97-4EBC-857F-239455D17429&type=toilet	2009-05-12	Bowen Caravan Dump Point	Mount Nutt Road Showgrounds	Bowen	4805
-24.89734	152.31428	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=C4DF0556-E1C0-4F7F-8CCE-59A19B19D092&type=toilet	2008-10-09	Bundaberg caravan Dump Point	"Lions Tourist Park, cnr University Dr & Isis Hwy Opposite the Airport"	Branyan	4670
-17.739215	139.545632	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9EC20F39-DD9D-4E85-9FE7-A6FD164E20C7&type=toilet	2008-10-09	Burketown Caravan Dump Point	"Anthony Street,opp caravan park"	Burketown	4830
-16.90977	145.75025	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9CECFF6C-F96A-4658-AB24-F62CF74168C7&type=toilet	2008-10-09	Cairns Caravan Dump Point	Macnamara St Waste Water Depot (GPS is approximate)	Manunda	4870
-16.95361	145.75308	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=5C433BE3-AF4D-4615-8F1D-AC7829FF1665&type=toilet	2008-10-09	Cairns Mossman Caravan Dump Point	Kate St Woree QLD 4868 Southern Wastewater Treatment Plant	Woree	4868
-24.007011	151.200492	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=BA8DC66B-C52C-4360-94F2-F3CDF279426C&type=toilet	2008-10-09	Calliope Caravan Dump Point	Cnr Taragoola Rd and Dawson Highway	Calliope	4680
-19.92171	138.11926	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=A2C9B744-6EC0-431E-A7E1-71FEE8DF94D4&type=toilet	2008-10-09	Camoweal Caravan Dump Point	In Caravan Park behind Hotel (GPS is approximate)	Camooweal	4828
-23.086587	148.017843	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=DF4E7A05-449E-4904-87F4-C054EA43F843&type=toilet	2008-10-09	Capella Caravan Dump Point	"Bridgeman Park, Hibernia Rd"	Capella	4723
-21.9112	149.4635	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9B39C058-627A-4AD0-93BF-FA2D62C3A9C3&type=toilet	2008-10-09	Carmilla Caravan Dump Point	Carmilla Beach Rd	Carmila	4739
-27.530663	151.193284	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=7E6F9F09-3068-4BF1-A264-828258090678&type=toilet	2008-10-09	Cecil Plains Caravan Dump Point	"Cheethan St, beside Council Depot shed (GPS is approximate)"	Cecil Plains	4407
-26.40728	146.24165	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=3FC65732-CDF5-4D94-B088-C5A8B202E9B9&type=toilet	2008-10-09	Charleville Caravan Dump Point	"Kurrajong St, near Truck Wash (GPS is town)"	Charleville	4470
-20.07276	146.25358	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9D624DE8-C328-42D6-963E-2360A1CB489A&type=toilet	2008-10-09	Charters Towers Caravan Dump Point	Mary Street Showground (GPS is approximate)	Lissner	
-25.23513	152.27839	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=65B64F9F-5993-463E-8301-8E2ABD49382D&type=toilet	2009-05-12	Childers Caravan Dump Point	"Crescent St, at Park behind post Office"	Childers	4660
-26.73461	150.63247	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=BC339EFC-842F-466E-BA95-E9ECB3968E2E&type=toilet	2008-10-09	Chinchilla Caravan Dump Point	Wondai Rd & Park St (GPS is approximate)	Chinchilla	4413
-22.81679	147.65471	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=EDBC6243-B131-4A7F-9784-92B80054E8F3&type=toilet	2008-10-09	Clermont Caravan Dump Point	Cheesborough Road Sewerage Works (GPS is approximate)	Clermont	4721
-27.926	151.9132	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=3723D50B-5AF4-411D-81DF-36D084D58494&type=toilet	2008-10-09	Clifton Caravan Dump Point	Clifton Showgrounds	King Scrub	4521
-15.47074	145.24865	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=68C4948B-4E44-491F-9AEF-2BB4685B848C&type=toilet	2008-10-09	Cooktown Caravan Dump Point	Charlotte St Access road to Council depot (GPS is approximate)	Cooktown	4871
-28.06889	145.69682	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=052A6473-E648-40B2-B33F-81769EE4245F&type=toilet	2008-10-09	Cunnamulla Caravan Dump Point	"Showground, William Street, 200M from Balonne Hwy"	Cunnamulla	4490
-28.57593	148.2325	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=33102131-0005-4F7C-B06C-B45B49FD8D41&type=toilet	2008-10-09	Dirranbandi Caravan Dump Point	Theodore St	Dirranbandi	4486
-25.37224	151.12593	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=FFB36260-2C30-4D18-95C1-2BE471917444&type=toilet	2008-10-09	Eidsvold Caravan Dump Point	"Theodore St, Showgrounds (GPS is approximate)"	Eidsvold	4627
-23.52425	148.15634	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=D2CD82D9-1500-465B-84AA-70FAF11C0D22&type=toilet	2008-10-09	Emerald Caravan Dump Point	Clermont St	Emerald	4720
-25.39537	141.55231	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=68EC413D-9BDF-42D5-9BB0-042D7EE5FED5&type=toilet	2008-10-09	Farrars Creek Caravan Dump Point	Junction of Diamantina & Birdsville Development Rds	Farrars Creek	4481
-17.182057	145.88601	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=4F908D80-8FAB-4629-A3B0-78E298E5A14E&type=toilet	2009-12-08	Fishery Falls Holiday Park	Bruce Highway	Fishery Falls	4871
-27.55531	152.27961	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=C015D15A-48EE-4BF8-972C-C3B78AE215C3&type=toilet	2008-10-09	Gatton Caravan Dump Point	"Gatton Showgrounds Behind tlt block, near grassed area, pine tree camp area (GPS is town)"	Gatton	4343
-25.6289	151.6244	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=80CD8DC0-DEA1-40AA-969F-03232A740195&type=toilet	2008-10-09	Gayndah Caravan Dump Point	Burnett Hwy Zonhoven Park	Gayndah	4625
-24.98211	151.94961	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=FB4A6284-FCB0-4476-ABDD-56F3B704FE44&type=toilet	2009-05-12	Gin Gin Caravan Dump Point	Northern side of Town - opposite Mobil service station acess from entry to RACQ service agent (GPS i	Gin Gin	4671
-24.88519	151.85165	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=F9E92B2D-C4D0-4B8F-B2D8-0CCBAE99176E&type=toilet	2009-05-12	Gin Gin Caravan Dump Point	"Lake Monduran Recreation Reserve, Fred Haigh Dam"	Monduran	4671
-28.528333	150.310278	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=EFCE5766-0601-4ACC-BA14-BD4ED38E8882&type=toilet	2009-04-08	Goondiwindi Caltex Truck-stop	Boundary Rd	Goondiwindi	4390
-28.529421	150.310257	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=13F5F192-59A9-4C04-963A-2A7D052FD677&type=toilet	2009-04-08	Goondiwindi Caravan Dump Point	"Sewerage Plant, Boundary Rd (GPS is road)"	Goondiwindi	4390
-26.23097	152.69704	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=480FFB1A-6909-4086-9006-34A1AFF86CCA&type=toilet	2008-10-09	Gympie Caravan Dump Point	Six Mile Ck 6 km South Gympie beside AFL ground	Glanmire	4570
-26.1884	152.6534	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=54B29D5C-9F4B-4EC8-8DF0-4570DC8BAF40&type=toilet	2008-10-09	Gympie Caravan Dump Point	Cnr Cross St & Bruce Hwy Archery Park - 4klms North of Town	Gympie	4570
-20.85103	144.19152	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=AA45DA79-7F8A-4494-8935-9FBE24E92E0C&type=toilet	2008-10-09	Hughenden Caravan Dump Point	McLaren St Hughenden (GPS is street)	Hughenden	4821
-23.49064	144.51047	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=FBC14047-704E-49BC-BD22-BCCE43BA3B74&type=toilet	2008-10-09	Ilfracombe Caravan Dump Point	Murray St.	Ilfracombe	4727
-28.41397	151.08386	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6A62979B-C119-4851-891F-7D22EAD96509&type=toilet	2009-04-09	Inglewood Caravan Dump Point	Brooks Street	Inglewood	4387
-25.84331	148.56606	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=A445FAA4-6072-4421-B052-CDADC2563498&type=toilet	2009-05-04	Injune Caravan Dump Point	Near Injune Roadhouse (GPS is town)	Injune	4454
-17.54773	146.03148	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=E6A7CEFA-5BC6-46FF-BC5E-E66C45C94BAF&type=toilet	2008-10-09	Innisfail Caravan Dump Point	Bruce Highway South opposite Barier Reef Motel (GPS is approximate	South Innisfail	4860
-17.534294	146.029608	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=8378B466-CF42-4BC6-9270-B79A7DE85D74&type=toilet	2008-10-09	Innisfail Caravan Dump Point	1 Eslick St	Mighell	4860
-17.42796	145.20175	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6D60298A-8B59-413D-9B32-2E833A7BC320&type=toilet	2009-05-04	Irvinebank Caravan Dump Point	Irvinebank	Irvinebank	4887
-24.25933	144.44116	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=33734655-DD88-4E52-A686-E2575A6EE7CA&type=toilet	2008-10-09	Isisford Caravan Dump Point	GPS is approximate	Isisford	4731
-17.48527	140.84627	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6D8D4BB6-45DF-48A4-AF94-4B058B23F0A4&type=toilet	2008-10-09	Karumba Caravan Dump Point	Karumba Truck-stop (GPS is town)	Karumba	4891
-17.45331	140.84197	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=F466A821-4F0E-4E63-9306-27B5ECC93273&type=toilet	2008-10-09	Karumba Caravan Dump Point	off Col Kitching Drive Karumba Point Rd (GPS is road)	Karumba	4891
-26.9422	152.568	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=4606C32F-E8BE-4549-8BB7-312B8F5DBE4F&type=toilet	2008-10-09	Kilcoy Caravan Dump Point	"Anzac Park Rest Area, Cnr Seib St & D'Aguilar Hwy"	Kilcoy	4515
-26.5468	151.83796	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=E7F2A692-B9E2-4F91-AE94-4A55AA3C1A8E&type=toilet	2009-05-04	Kingaroy Caravan Dump Point	Cnr Baron St & Kingaroy St Lions Park	Kingaroy	4610
-23.64956	148.07854	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=C70FBAFC-6D87-454A-81F8-3A860803D6DC&type=toilet	2008-10-09	Lake Maraboon Fairbairn Dam	(GPS is approximate)	The Gemfields	4702
-23.438991	144.248969	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=3EC64DF9-7C55-4474-8A6D-34DF8696BE77&type=toilet	2008-10-09	Longreach Caravan Dump Point	Sandpiper St Longreach	Longreach	4730
-21.17969	149.15185	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=8932C3AA-CF6E-4723-8C47-7F54472FF2CD&type=toilet	2008-10-09	Mackay South Caravan Dump Point	BP Truckstop (GPS is quess	Paget	4740
-26.62084	152.86338	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6978ABE7-AEA5-4F9A-9957-336D400C14B4&type=toilet	2008-10-09	Mapleton Lilponds Caravan Park	"26 Warruga St, Mapleton"	Mapleton	4560
-16.98949	145.41714	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=9D420FD4-7F03-41B4-8619-B1ED2A232456&type=toilet	2009-05-04	Mareeba Caravan Dump Point	Doyle St	Mareeba	4880
-26.65254	153.05792	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=0E2E7386-0F57-4DE7-99D5-D0BF972198A9&type=toilet	2008-10-09	Maroochydore Caravan Dump Point	Commercial Rd Maroochydore (GPS is approximate)	Kuluin	4558
-25.513	152.7075	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=6E8136E0-A66F-47F5-8416-13BFF362248E&type=toilet	2008-10-09	Maryborough Caravan Dump Point	on road to Hervey Bay opposite Airport	Maryborough	4650
-25.506	152.6621	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=40923633-77D3-4D9D-A671-CFE03267F53E&type=toilet	2008-10-09	Maryborough Caravan Dump Point	3 klm North of City Bruce Highway Showgrounds	Maryborough West	4650
-27.32326267	149.87967248	Verified	http://www.toiletmap.gov.au/toilet.aspx?id=15C482AA-E8B9-4121-94B8-FF14BD9F3FE1&type=toilet	2010-05-18	Meandarra Caravan Dump Point	Walton Street	Meandarra	4422
-26.66648	150.18654	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=965C4303-78C2-4B8E-A7DD-D71CC7ED5D12&type=toilet	2010-05-18	Miles Caravan Dump Point	Leichardt Highway	Miles	4415
-27.87303	151.27592	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=F6AE9EE3-CF50-47DA-815E-63AC3C9C27DA&type=toilet	2008-10-09	Millmerran Caravan Dump Point	Charles St Millmerran (GPS is approximate)	Millmerran	4357
-26.48794	147.97485	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=08B45C53-AD62-4F91-8F20-342E7393A8E7&type=toilet	2008-10-09	Mitchell Caravan Dump Point	Alice St Mitchell (GPS is street)	Mitchell	4465
-24.86623	151.11973	Unverified	http://www.toiletmap.gov.au/toilet.aspx?id=3A5A72AA-1776-41BA-A8CB-461C60F3A194&type=toilet	2008-10-09	Monto Caravan Dump Point	(GPS is town)	Monto	4630
